"laufindexFolge";"id";"questionNumber";"typ";"fragetextAktuellerBeruf";"fragetextVergangenerBeruf";"antwort.pos";"antwort.text";"antwort.kldb";"antwort.isco";"followUp"
1262;"9231";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1263;"9231";1;"";"";"";"1";"eine kurze Anlernphase";"21411";"9329";NA
1264;"9231";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung";"21412";"8181";NA
1265;"9231";1;"";"";"";"3";"eine berufliche Weiterbildung";"21413";"3119";NA
1266;"9231";1;"";"";"";"4";"ein abgeschlossenes Bachelorstudium";"21413";"3119";NA
1267;"9232";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1268;"9232";1;"";"";"";"1";"Ja";"21423";"3119";NA
1269;"9232";1;"";"";"";"2";"Nein";"21422";"7314";NA
1270;"9504";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung erforderlich?";"";"";"";"";""
1271;"9504";1;"";"";"";"1";"Ja";"28312";"7535";NA
1272;"9504";1;"";"";"";"2";"Nein";"28301";"8155";NA
1273;"9900";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung zum Fachwirt erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung zum Fachwirt erforderlich?";"";"";"";"";""
1274;"9900";1;"";"";"";"1";"Ja";"51643";"";NA
1275;"9900";1;"";"";"";"2";"Nein";"51642";"";NA
1276;"9900";2;"spezialisierung";"Welche Aufgaben führen Sie dabei in der Regel aus?";"Welche Aufgaben haben Sie dabei in der Regel ausgeführt?";"";"";"";"";""
1277;"9900";2;"";"";"";"1";"für Fluggäste Beratungs- und Serviceleistungen erbringen";"";"4221";NA
1278;"9900";2;"";"";"";"2";"mit anderen Unternehmen Geschäftsbeziehungen unterhalten";"";"3324";NA
1279;"9900";2;"";"";"";"3";"Transportleistungen koordinieren";"";"4323";NA
1280;"9999";1;"sonstige";"Welchen Dienstgrad haben Sie?";"Welchen Dienstgrad hatten Sie?";"";"";"";"";""
1281;"9999";1;"";"";"";"1";"einen Mannschaftsdienstgrad";"01402";"0310";NA
1282;"9999";1;"";"";"";"2";"einen Unteroffiziersdienstgrad ohne Portepee (z.B. Unteroffizier, Stabsunteroffizier)";"01302";"0210";NA
1283;"9999";1;"";"";"";"3";"einen Unteroffiziersdienstgrad mit Portepee (z.B. Feldwebel, Oberfeldwebel usw.)";"01203";"0210";NA
1284;"9999";1;"";"";"";"4";"einen Offiziersdienstgrad bis einschließlich Hauptmann (z.B. Leutnant, Hauptmann)";"01104";"0110";NA
1285;"9999";1;"";"";"";"5";"einen Offiziersdienstgrad ab Major";"01104";"0110";NA
